,Season,Round,HomeTeam,AwayTeam
604,1995-1996,34,Felgueiras,U. Leiria
605,1995-1996,34,Campomaiorense,Tirsense
606,1995-1996,34,Leça,Sporting
607,1995-1996,34,Boavista,E. Amadora
608,1995-1996,34,FC Porto,Belenenses
609,1995-1996,34,Benfica,Marítimo
610,1995-1996,34,Sp. Braga,V. Guimarães
611,1995-1996,34,Farense,Salgueiros
612,1996-1997,1,Sp. Espinho,Sporting
613,1996-1997,1,Belenenses,Boavista
614,1996-1997,1,V. Guimarães,Gil Vicente
615,1996-1997,1,FC Porto,V. Setúbal
616,1996-1997,1,Benfica,Sp. Braga
617,1996-1997,1,Rio Ave,Salgueiros
618,1996-1997,1,Marítimo,Desp. Chaves
619,1996-1997,1,Farense,E. Amadora
620,1996-1997,1,Leça,U. Leiria
621,1996-1997,2,Sporting,Farense
622,1996-1997,2,Boavista,Sp. Espinho
623,1996-1997,2,V. Setúbal,V. Guimarães
624,1996-1997,2,U. Leiria,FC Porto
625,1996-1997,2,Gil Vicente,Benfica
626,1996-1997,2,Sp. Braga,Belenenses
627,1996-1997,2,Desp. Chaves,Leça
628,1996-1997,2,Salgueiros,Marítimo
629,1996-1997,2,E. Amadora,Rio Ave
630,1996-1997,3,Rio Ave,Sporting
631,1996-1997,3,Marítimo,E. Amadora
632,1996-1997,3,Belenenses,Sp. Espinho
633,1996-1997,3,Leça,Salgueiros
634,1996-1997,3,Benfica,V. Setúbal
635,1996-1997,3,FC Porto,Desp. Chaves
636,1996-1997,3,Sp. Braga,Gil Vicente
637,1996-1997,3,V. Guimarães,U. Leiria
638,1996-1997,3,Farense,Boavista
639,1996-1997,4,Sporting,Marítimo
640,1996-1997,4,Desp. Chaves,V. Guimarães
641,1996-1997,4,Boavista,Rio Ave
642,1996-1997,4,Sp. Espinho,Farense
643,1996-1997,4,Gil Vicente,Belenenses
644,1996-1997,4,U. Leiria,Benfica
645,1996-1997,4,V. Setúbal,Sp. Braga
646,1996-1997,4,E. Amadora,Leça
647,1996-1997,4,Salgueiros,FC Porto
648,1996-1997,5,Belenenses,Farense
649,1996-1997,5,Rio Ave,Sp. Espinho
650,1996-1997,5,Marítimo,Boavista
651,1996-1997,5,Gil Vicente,V. Setúbal
652,1996-1997,5,Sp. Braga,U. Leiria
653,1996-1997,5,V. Guimarães,Salgueiros
654,1996-1997,5,FC Porto,E. Amadora
655,1996-1997,5,Leça,Sporting
656,1996-1997,5,Benfica,Desp. Chaves
657,1996-1997,6,Sp. Espinho,Marítimo
658,1996-1997,6,E. Amadora,V. Guimarães
659,1996-1997,6,Boavista,Leça
660,1996-1997,6,Sporting,FC Porto
661,1996-1997,6,U. Leiria,Gil Vicente
662,1996-1997,6,Desp. Chaves,Sp. Braga
663,1996-1997,6,Farense,Rio Ave
664,1996-1997,6,Salgueiros,Benfica
665,1996-1997,6,V. Setúbal,Belenenses
666,1996-1997,7,V. Guimarães,Sporting
667,1996-1997,7,Belenenses,Rio Ave
668,1996-1997,7,Gil Vicente,Desp. Chaves
669,1996-1997,7,Leça,Sp. Espinho
670,1996-1997,7,V. Setúbal,U. Leiria
671,1996-1997,7,Sp. Braga,Salgueiros
672,1996-1997,7,Marítimo,Farense
673,1996-1997,7,Benfica,E. Amadora
674,1996-1997,7,FC Porto,Boavista
675,1996-1997,8,Boavista,V. Guimarães
676,1996-1997,8,Sp. Espinho,FC Porto
677,1996-1997,8,Sporting,Benfica
678,1996-1997,8,Rio Ave,Marítimo
679,1996-1997,8,U. Leiria,Belenenses
680,1996-1997,8,Farense,Leça
681,1996-1997,8,Desp. Chaves,V. Setúbal
682,1996-1997,8,Salgueiros,Gil Vicente
683,1996-1997,8,E. Amadora,Sp. Braga
684,1996-1997,9,Sp. Braga,Sporting
685,1996-1997,9,V. Setúbal,Salgueiros
686,1996-1997,9,Leça,Rio Ave
687,1996-1997,9,Gil Vicente,E. Amadora
688,1996-1997,9,Belenenses,Marítimo
689,1996-1997,9,U. Leiria,Desp. Chaves
690,1996-1997,9,V. Guimarães,Sp. Espinho
691,1996-1997,9,FC Porto,Farense
692,1996-1997,9,Benfica,Boavista
693,1996-1997,10,Boavista,Sp. Braga
694,1996-1997,10,Rio Ave,FC Porto
695,1996-1997,10,Sp. Espinho,Benfica
696,1996-1997,10,Farense,V. Guimarães
697,1996-1997,10,Desp. Chaves,Belenenses
698,1996-1997,10,E. Amadora,V. Setúbal
699,1996-1997,10,Salgueiros,U. Leiria
700,1996-1997,10,Marítimo,Leça
701,1996-1997,10,Sporting,Gil Vicente
702,1996-1997,11,U. Leiria,E. Amadora
703,1996-1997,11,V. Setúbal,Sporting
704,1996-1997,11,Belenenses,Leça
705,1996-1997,11,Benfica,Farense
706,1996-1997,11,Desp. Chaves,Salgueiros
707,1996-1997,11,Sp. Braga,Sp. Espinho
708,1996-1997,11,V. Guimarães,Rio Ave
709,1996-1997,11,Gil Vicente,Boavista
710,1996-1997,11,FC Porto,Marítimo
711,1996-1997,12,Salgueiros,Belenenses
712,1996-1997,12,Boavista,V. Setúbal
713,1996-1997,12,Leça,FC Porto
714,1996-1997,12,Rio Ave,Benfica
715,1996-1997,12,Sp. Espinho,Gil Vicente
716,1996-1997,12,Marítimo,V. Guimarães
717,1996-1997,12,E. Amadora,Desp. Chaves
718,1996-1997,12,Farense,Sp. Braga
719,1996-1997,12,Sporting,U. Leiria
720,1996-1997,13,Desp. Chaves,Sporting
721,1996-1997,13,Belenenses,FC Porto
722,1996-1997,13,V. Setúbal,Sp. Espinho
723,1996-1997,13,Gil Vicente,Farense
724,1996-1997,13,V. Guimarães,Leça
725,1996-1997,13,Benfica,Marítimo
726,1996-1997,13,Sp. Braga,Rio Ave
727,1996-1997,13,Salgueiros,E. Amadora
728,1996-1997,13,U. Leiria,Boavista
729,1996-1997,14,Leça,Benfica
730,1996-1997,14,FC Porto,V. Guimarães
731,1996-1997,14,Rio Ave,Gil Vicente
732,1996-1997,14,Sp. Espinho,U. Leiria
733,1996-1997,14,Sporting,Salgueiros
734,1996-1997,14,Farense,V. Setúbal
735,1996-1997,14,E. Amadora,Belenenses
736,1996-1997,14,Boavista,Desp. Chaves
737,1996-1997,14,Marítimo,Sp. Braga
738,1996-1997,15,E. Amadora,Sporting
739,1996-1997,15,Benfica,FC Porto
740,1996-1997,15,V. Setúbal,Rio Ave
741,1996-1997,15,Belenenses,V. Guimarães
742,1996-1997,15,Gil Vicente,Marítimo
743,1996-1997,15,Salgueiros,Boavista
744,1996-1997,15,Desp. Chaves,Sp. Espinho
745,1996-1997,15,Sp. Braga,Leça
746,1996-1997,15,U. Leiria,Farense
747,1996-1997,16,Belenenses,Sporting
748,1996-1997,16,Boavista,E. Amadora
749,1996-1997,16,Rio Ave,U. Leiria
750,1996-1997,16,Sp. Espinho,Salgueiros
751,1996-1997,16,Leça,Gil Vicente
752,1996-1997,16,V. Guimarães,Benfica
753,1996-1997,16,Farense,Desp. Chaves
754,1996-1997,16,Marítimo,V. Setúbal
755,1996-1997,16,FC Porto,Sp. Braga
756,1996-1997,17,Salgueiros,Farense
757,1996-1997,17,E. Amadora,Sp. Espinho
758,1996-1997,17,U. Leiria,Marítimo
759,1996-1997,17,V. Setúbal,Leça
760,1996-1997,17,Desp. Chaves,Rio Ave
761,1996-1997,17,Sp. Braga,V. Guimarães
762,1996-1997,17,Sporting,Boavista
763,1996-1997,17,Benfica,Belenenses
764,1996-1997,17,Gil Vicente,FC Porto
765,1996-1997,18,V. Setúbal,FC Porto
766,1996-1997,18,Sp. Braga,Benfica
767,1996-1997,18,Sporting,Sp. Espinho
768,1996-1997,18,Gil Vicente,V. Guimarães
769,1996-1997,18,Desp. Chaves,Marítimo
770,1996-1997,18,Salgueiros,Rio Ave
771,1996-1997,18,Boavista,Belenenses
772,1996-1997,18,E. Amadora,Farense
773,1996-1997,18,U. Leiria,Leça
774,1996-1997,19,Leça,Desp. Chaves
775,1996-1997,19,Rio Ave,E. Amadora
776,1996-1997,19,Belenenses,Sp. Braga
777,1996-1997,19,Benfica,Gil Vicente
778,1996-1997,19,V. Guimarães,V. Setúbal
779,1996-1997,19,Sp. Espinho,Boavista
780,1996-1997,19,Marítimo,Salgueiros
781,1996-1997,19,FC Porto,U. Leiria
782,1996-1997,19,Farense,Sporting
783,1996-1997,20,V. Setúbal,Benfica
784,1996-1997,20,Desp. Chaves,FC Porto
785,1996-1997,20,Gil Vicente,Sp. Braga
786,1996-1997,20,U. Leiria,V. Guimarães
787,1996-1997,20,Boavista,Farense
788,1996-1997,20,E. Amadora,Marítimo
789,1996-1997,20,Salgueiros,Leça
790,1996-1997,20,Sp. Espinho,Belenenses
791,1996-1997,20,Sporting,Rio Ave
792,1996-1997,21,Farense,Sp. Espinho
793,1996-1997,21,Leça,E. Amadora
794,1996-1997,21,Belenenses,Gil Vicente
795,1996-1997,21,Benfica,U. Leiria
796,1996-1997,21,Rio Ave,Boavista
797,1996-1997,21,V. Guimarães,Desp. Chaves
798,1996-1997,21,FC Porto,Salgueiros
799,1996-1997,21,Sp. Braga,V. Setúbal
800,1996-1997,21,Marítimo,Sporting
801,1996-1997,22,E. Amadora,FC Porto
802,1996-1997,22,Desp. Chaves,Benfica
803,1996-1997,22,Sporting,Leça
804,1996-1997,22,Farense,Belenenses
805,1996-1997,22,Salgueiros,V. Guimarães
806,1996-1997,22,Sp. Espinho,Rio Ave
807,1996-1997,22,Boavista,Marítimo
808,1996-1997,22,V. Setúbal,Gil Vicente
809,1996-1997,22,U. Leiria,Sp. Braga
810,1996-1997,23,FC Porto,Sporting
811,1996-1997,23,Leça,Boavista
812,1996-1997,23,Marítimo,Sp. Espinho
813,1996-1997,23,Rio Ave,Farense
814,1996-1997,23,Gil Vicente,U. Leiria
815,1996-1997,23,V. Guimarães,E. Amadora
816,1996-1997,23,Benfica,Salgueiros
817,1996-1997,23,Sp. Braga,Desp. Chaves
818,1996-1997,23,Belenenses,V. Setúbal
819,1996-1997,24,Sporting,V. Guimarães
820,1996-1997,24,Desp. Chaves,Gil Vicente
821,1996-1997,24,Rio Ave,Belenenses
822,1996-1997,24,Sp. Espinho,Leça
823,1996-1997,24,Boavista,FC Porto
824,1996-1997,24,Salgueiros,Sp. Braga
825,1996-1997,24,U. Leiria,V. Setúbal
826,1996-1997,24,Farense,Marítimo
827,1996-1997,24,E. Amadora,Benfica
828,1996-1997,25,Benfica,Sporting
829,1996-1997,25,Belenenses,U. Leiria
830,1996-1997,25,Leça,Farense
831,1996-1997,25,Gil Vicente,Salgueiros
832,1996-1997,25,V. Setúbal,Desp. Chaves
833,1996-1997,25,Sp. Braga,E. Amadora
834,1996-1997,25,Marítimo,Rio Ave
835,1996-1997,25,FC Porto,Sp. Espinho
836,1996-1997,25,V. Guimarães,Boavista
837,1996-1997,26,Farense,FC Porto
838,1996-1997,26,Sporting,Sp. Braga
839,1996-1997,26,Boavista,Benfica
840,1996-1997,26,E. Amadora,Gil Vicente
841,1996-1997,26,Marítimo,Belenenses
842,1996-1997,26,Rio Ave,Leça
843,1996-1997,26,Sp. Espinho,V. Guimarães
844,1996-1997,26,Salgueiros,V. Setúbal
845,1996-1997,26,Desp. Chaves,U. Leiria
846,1996-1997,27,Gil Vicente,Sporting
847,1996-1997,27,Leça,Marítimo
848,1996-1997,27,U. Leiria,Salgueiros
849,1996-1997,27,Belenenses,Desp. Chaves
850,1996-1997,27,V. Setúbal,E. Amadora
851,1996-1997,27,Benfica,Sp. Espinho
852,1996-1997,27,FC Porto,Rio Ave
853,1996-1997,27,V. Guimarães,Farense
854,1996-1997,27,Sp. Braga,Boavista
855,1996-1997,28,Marítimo,FC Porto
856,1996-1997,28,Farense,Benfica
857,1996-1997,28,Leça,Belenenses
858,1996-1997,28,Sp. Espinho,Sp. Braga
859,1996-1997,28,Rio Ave,V. Guimarães
860,1996-1997,28,E. Amadora,U. Leiria
861,1996-1997,28,Salgueiros,Desp. Chaves
862,1996-1997,28,Boavista,Gil Vicente
863,1996-1997,28,Sporting,V. Setúbal
864,1996-1997,29,V. Guimarães,Marítimo
865,1996-1997,29,Gil Vicente,Sp. Espinho
866,1996-1997,29,Belenenses,Salgueiros
867,1996-1997,29,U. Leiria,Sporting
868,1996-1997,29,V. Setúbal,Boavista
869,1996-1997,29,FC Porto,Leça
870,1996-1997,29,Benfica,Rio Ave
871,1996-1997,29,Sp. Braga,Farense
872,1996-1997,29,Desp. Chaves,E. Amadora
873,1996-1997,30,Boavista,U. Leiria
874,1996-1997,30,Marítimo,Benfica
875,1996-1997,30,Sp. Espinho,V. Setúbal
876,1996-1997,30,Farense,Gil Vicente
877,1996-1997,30,Rio Ave,Sp. Braga
878,1996-1997,30,Leça,V. Guimarães
879,1996-1997,30,FC Porto,Belenenses
880,1996-1997,30,E. Amadora,Salgueiros
881,1996-1997,30,Sporting,Desp. Chaves
882,1996-1997,31,Salgueiros,Sporting
883,1996-1997,31,V. Guimarães,FC Porto
884,1996-1997,31,U. Leiria,Sp. Espinho
885,1996-1997,31,Gil Vicente,Rio Ave
886,1996-1997,31,Belenenses,E. Amadora
887,1996-1997,31,Desp. Chaves,Boavista
888,1996-1997,31,Sp. Braga,Marítimo
889,1996-1997,31,Benfica,Leça
890,1996-1997,31,V. Setúbal,Farense
891,1996-1997,32,FC Porto,Benfica
892,1996-1997,32,Leça,Sp. Braga
893,1996-1997,32,Farense,U. Leiria
894,1996-1997,32,Sp. Espinho,Desp. Chaves
895,1996-1997,32,Rio Ave,V. Setúbal
896,1996-1997,32,V. Guimarães,Belenenses
897,1996-1997,32,Boavista,Salgueiros
898,1996-1997,32,Marítimo,Gil Vicente
899,1996-1997,32,Sporting,E. Amadora
900,1996-1997,33,Benfica,V. Guimarães
901,1996-1997,33,Sp. Braga,FC Porto
902,1996-1997,33,Desp. Chaves,Farense
903,1996-1997,33,V. Setúbal,Marítimo
904,1996-1997,33,U. Leiria,Rio Ave
905,1996-1997,33,Salgueiros,Sp. Espinho
906,1996-1997,33,E. Amadora,Boavista
907,1996-1997,33,Sporting,Belenenses
908,1996-1997,33,Gil Vicente,Leça
909,1996-1997,34,Leça,V. Setúbal
910,1996-1997,34,Sp. Espinho,E. Amadora
911,1996-1997,34,Belenenses,Benfica
912,1996-1997,34,Rio Ave,Desp. Chaves
913,1996-1997,34,Boavista,Sporting
914,1996-1997,34,FC Porto,Gil Vicente
915,1996-1997,34,V. Guimarães,Sp. Braga
916,1996-1997,34,Marítimo,U. Leiria
917,1996-1997,34,Farense,Salgueiros
918,1997-1998,1,Farense,Sporting
919,1997-1998,1,V. Guimarães,Académica
920,1997-1998,1,Benfica,Campomaiorense
921,1997-1998,1,Desp. Chaves,Rio Ave
922,1997-1998,1,Marítimo,E. Amadora
923,1997-1998,1,Salgueiros,Leça
924,1997-1998,1,Belenenses,Sp. Braga
925,1997-1998,1,Boavista,V. Setúbal
926,1997-1998,1,Varzim,FC Porto
927,1997-1998,2,Rio Ave,V. Guimarães
928,1997-1998,2,FC Porto,Belenenses
929,1997-1998,2,Leça,Marítimo
930,1997-1998,2,Académica,Boavista
931,1997-1998,2,Campomaiorense,Salgueiros
932,1997-1998,2,Sp. Braga,Farense
933,1997-1998,2,E. Amadora,Varzim
934,1997-1998,2,V. Setúbal,Benfica
935,1997-1998,2,Sporting,Desp. Chaves
936,1997-1998,3,V. Guimarães,Sporting
937,1997-1998,3,Desp. Chaves,Sp. Braga
938,1997-1998,3,FC Porto,E. Amadora
939,1997-1998,3,Salgueiros,V. Setúbal
940,1997-1998,3,Varzim,Leça
941,1997-1998,3,Marítimo,Campomaiorense
942,1997-1998,3,Belenenses,Farense
943,1997-1998,3,Boavista,Rio Ave
944,1997-1998,3,Benfica,Académica
945,1997-1998,4,Farense,Desp. Chaves
946,1997-1998,4,Académica,Salgueiros
947,1997-1998,4,Campomaiorense,Varzim
948,1997-1998,4,Rio Ave,Benfica
949,1997-1998,4,V. Setúbal,Marítimo
950,1997-1998,4,E. Amadora,Belenenses
951,1997-1998,4,Sp. Braga,V. Guimarães
952,1997-1998,4,Sporting,Boavista
953,1997-1998,4,Leça,FC Porto
954,1997-1998,5,V. Guimarães,Farense
955,1997-1998,5,Boavista,Sp. Braga
956,1997-1998,5,FC Porto,Campomaiorense
957,1997-1998,5,Benfica,Sporting
958,1997-1998,5,Varzim,V. Setúbal
959,1997-1998,5,Salgueiros,Rio Ave
960,1997-1998,5,Belenenses,Desp. Chaves
961,1997-1998,5,E. Amadora,Leça
962,1997-1998,5,Marítimo,Académica
963,1997-1998,6,Sp. Braga,Benfica
964,1997-1998,6,Leça,Belenenses
965,1997-1998,6,Campomaiorense,E. Amadora
966,1997-1998,6,Rio Ave,Marítimo
967,1997-1998,6,Desp. Chaves,V. Guimarães
968,1997-1998,6,Académica,Varzim
969,1997-1998,6,Sporting,Salgueiros
970,1997-1998,6,Farense,Boavista
971,1997-1998,6,V. Setúbal,FC Porto
972,1997-1998,7,Boavista,Desp. Chaves
973,1997-1998,7,FC Porto,Académica
974,1997-1998,7,Leça,Campomaiorense
975,1997-1998,7,Varzim,Rio Ave
976,1997-1998,7,Belenenses,V. Guimarães
977,1997-1998,7,E. Amadora,V. Setúbal
978,1997-1998,7,Benfica,Farense
979,1997-1998,7,Marítimo,Sporting
980,1997-1998,7,Salgueiros,Sp. Braga
981,1997-1998,8,Rio Ave,FC Porto
982,1997-1998,8,Sp. Braga,Marítimo
983,1997-1998,8,Desp. Chaves,Benfica
984,1997-1998,8,Sporting,Varzim
985,1997-1998,8,V. Guimarães,Boavista
986,1997-1998,8,V. Setúbal,Leça
987,1997-1998,8,Campomaiorense,Belenenses
988,1997-1998,8,Académica,E. Amadora
989,1997-1998,8,Farense,Salgueiros
990,1997-1998,9,FC Porto,Sporting
991,1997-1998,9,Leça,Académica
992,1997-1998,9,Varzim,Sp. Braga
993,1997-1998,9,Salgueiros,Desp. Chaves
994,1997-1998,9,Belenenses,Boavista
995,1997-1998,9,E. Amadora,Rio Ave
996,1997-1998,9,Campomaiorense,V. Setúbal
997,1997-1998,9,Marítimo,Farense
998,1997-1998,9,Benfica,V. Guimarães
999,1997-1998,10,Boavista,Benfica
1000,1997-1998,10,Sporting,E. Amadora
1001,1997-1998,10,Sp. Braga,FC Porto
1002,1997-1998,10,Farense,Varzim
1003,1997-1998,10,Desp. Chaves,Marítimo
1004,1997-1998,10,V. Guimarães,Salgueiros
1005,1997-1998,10,Académica,Campomaiorense
1006,1997-1998,10,Rio Ave,Leça
1007,1997-1998,10,V. Setúbal,Belenenses
1008,1997-1998,11,Belenenses,Benfica
1009,1997-1998,11,Marítimo,V. Guimarães
1010,1997-1998,11,V. Setúbal,Académica
1011,1997-1998,11,Campomaiorense,Rio Ave
1012,1997-1998,11,Salgueiros,Boavista
1013,1997-1998,11,E. Amadora,Sp. Braga
1014,1997-1998,11,Varzim,Desp. Chaves
1015,1997-1998,11,Leça,Sporting
1016,1997-1998,11,FC Porto,Farense
1017,1997-1998,12,Desp. Chaves,FC Porto
1018,1997-1998,12,Sp. Braga,Leça
1019,1997-1998,12,Sporting,Campomaiorense
1020,1997-1998,12,V. Guimarães,Varzim
1021,1997-1998,12,Académica,Belenenses
1022,1997-1998,12,Farense,E. Amadora
1023,1997-1998,12,Boavista,Marítimo
1024,1997-1998,12,Rio Ave,V. Setúbal
1025,1997-1998,12,Benfica,Salgueiros
1026,1997-1998,13,Marítimo,Benfica
1027,1997-1998,13,Leça,Farense
1028,1997-1998,13,E. Amadora,Desp. Chaves
1029,1997-1998,13,Belenenses,Salgueiros
1030,1997-1998,13,FC Porto,V. Guimarães
1031,1997-1998,13,Varzim,Boavista
1032,1997-1998,13,Campomaiorense,Sp. Braga
1033,1997-1998,13,Académica,Rio Ave
1034,1997-1998,13,V. Setúbal,Sporting
1035,1997-1998,14,Salgueiros,Marítimo
1036,1997-1998,14,Sp. Braga,V. Setúbal
1037,1997-1998,14,Farense,Campomaiorense
1038,1997-1998,14,V. Guimarães,E. Amadora
1039,1997-1998,14,Desp. Chaves,Leça
1040,1997-1998,14,Sporting,Académica
1041,1997-1998,14,Benfica,Varzim
1042,1997-1998,14,Rio Ave,Belenenses
1043,1997-1998,14,Boavista,FC Porto
1044,1997-1998,15,Académica,Sp. Braga
1045,1997-1998,15,FC Porto,Benfica
1046,1997-1998,15,Varzim,Salgueiros
1047,1997-1998,15,Belenenses,Marítimo
1048,1997-1998,15,E. Amadora,Boavista
1049,1997-1998,15,Leça,V. Guimarães
1050,1997-1998,15,V. Setúbal,Farense
1051,1997-1998,15,Campomaiorense,Desp. Chaves
1052,1997-1998,15,Rio Ave,Sporting
1053,1997-1998,16,Salgueiros,FC Porto
1054,1997-1998,16,Sp. Braga,Rio Ave
1055,1997-1998,16,Boavista,Leça
1056,1997-1998,16,Belenenses,Sporting
1057,1997-1998,16,Desp. Chaves,V. Setúbal
1058,1997-1998,16,Farense,Académica
1059,1997-1998,16,V. Guimarães,Campomaiorense
1060,1997-1998,16,Benfica,E. Amadora
1061,1997-1998,16,Marítimo,Varzim
1062,1997-1998,17,Académica,Desp. Chaves
1063,1997-1998,17,E. Amadora,Salgueiros
1064,1997-1998,17,Varzim,Belenenses
1065,1997-1998,17,FC Porto,Marítimo
1066,1997-1998,17,Rio Ave,Farense
1067,1997-1998,17,V. Setúbal,V. Guimarães
1068,1997-1998,17,Campomaiorense,Boavista
1069,1997-1998,17,Leça,Benfica
1070,1997-1998,17,Sporting,Sp. Braga
1071,1997-1998,18,Campomaiorense,Benfica
1072,1997-1998,18,Académica,V. Guimarães
1073,1997-1998,18,E. Amadora,Marítimo
1074,1997-1998,18,Sporting,Farense
1075,1997-1998,18,FC Porto,Varzim
1076,1997-1998,18,V. Setúbal,Boavista
1077,1997-1998,18,Leça,Salgueiros
1078,1997-1998,18,Rio Ave,Desp. Chaves
1079,1997-1998,18,Sp. Braga,Belenenses
1080,1997-1998,19,Desp. Chaves,Sporting
1081,1997-1998,19,Farense,Sp. Braga
1082,1997-1998,19,Boavista,Académica
1083,1997-1998,19,Belenenses,FC Porto
1084,1997-1998,19,Salgueiros,Campomaiorense
1085,1997-1998,19,Benfica,V. Setúbal
1086,1997-1998,19,Varzim,E. Amadora
1087,1997-1998,19,V. Guimarães,Rio Ave
1088,1997-1998,19,Marítimo,Leça
1089,1997-1998,20,Académica,Benfica
1090,1997-1998,20,Campomaiorense,Marítimo
1091,1997-1998,20,Leça,Varzim
1092,1997-1998,20,Farense,Belenenses
1093,1997-1998,20,V. Setúbal,Salgueiros
1094,1997-1998,20,Sp. Braga,Desp. Chaves
1095,1997-1998,20,Rio Ave,Boavista
1096,1997-1998,20,Sporting,V. Guimarães
1097,1997-1998,20,E. Amadora,FC Porto
1098,1997-1998,21,Boavista,Sporting
1099,1997-1998,21,V. Guimarães,Sp. Braga
1100,1997-1998,21,Desp. Chaves,Farense
1101,1997-1998,21,Belenenses,E. Amadora
1102,1997-1998,21,Varzim,Campomaiorense
1103,1997-1998,21,Salgueiros,Académica
1104,1997-1998,21,FC Porto,Leça
1105,1997-1998,21,Marítimo,V. Setúbal
1106,1997-1998,21,Benfica,Rio Ave
1107,1997-1998,22,Sp. Braga,Boavista
1108,1997-1998,22,Académica,Marítimo
1109,1997-1998,22,Desp. Chaves,Belenenses
1110,1997-1998,22,V. Setúbal,Varzim
1111,1997-1998,22,Leça,E. Amadora
1112,1997-1998,22,Farense,V. Guimarães
1113,1997-1998,22,Campomaiorense,FC Porto
1114,1997-1998,22,Rio Ave,Salgueiros
1115,1997-1998,22,Sporting,Benfica
1116,1997-1998,23,V. Guimarães,Desp. Chaves
1117,1997-1998,23,Salgueiros,Sporting
1118,1997-1998,23,Varzim,Académica
1119,1997-1998,23,Boavista,Farense
1120,1997-1998,23,E. Amadora,Campomaiorense
1121,1997-1998,23,FC Porto,V. Setúbal
1122,1997-1998,23,Benfica,Sp. Braga
1123,1997-1998,23,Marítimo,Rio Ave
1124,1997-1998,23,Belenenses,Leça
1125,1997-1998,24,Académica,FC Porto
1126,1997-1998,24,Rio Ave,Varzim
1127,1997-1998,24,V. Guimarães,Belenenses
1128,1997-1998,24,V. Setúbal,E. Amadora
1129,1997-1998,24,Desp. Chaves,Boavista
1130,1997-1998,24,Sporting,Marítimo
1131,1997-1998,24,Sp. Braga,Salgueiros
1132,1997-1998,24,Campomaiorense,Leça
1133,1997-1998,24,Farense,Benfica
1134,1997-1998,25,Varzim,Sporting
1135,1997-1998,25,Boavista,V. Guimarães
1136,1997-1998,25,FC Porto,Rio Ave
1137,1997-1998,25,Salgueiros,Farense
1138,1997-1998,25,Belenenses,Campomaiorense
1139,1997-1998,25,E. Amadora,Académica
1140,1997-1998,25,Benfica,Desp. Chaves
1141,1997-1998,25,Marítimo,Sp. Braga
1142,1997-1998,25,Leça,V. Setúbal
1143,1997-1998,26,Sporting,FC Porto
1144,1997-1998,26,Desp. Chaves,Salgueiros
1145,1997-1998,26,Sp. Braga,Varzim
1146,1997-1998,26,Farense,Marítimo
1147,1997-1998,26,Rio Ave,E. Amadora
1148,1997-1998,26,Académica,Leça
1149,1997-1998,26,V. Setúbal,Campomaiorense
1150,1997-1998,26,V. Guimarães,Benfica
1151,1997-1998,26,Boavista,Belenenses
1152,1997-1998,27,Leça,Rio Ave
1153,1997-1998,27,Campomaiorense,Académica
1154,1997-1998,27,Belenenses,V. Setúbal
1155,1997-1998,27,Salgueiros,V. Guimarães
1156,1997-1998,27,FC Porto,Sp. Braga
1157,1997-1998,27,Marítimo,Desp. Chaves
1158,1997-1998,27,Benfica,Boavista
1159,1997-1998,27,Varzim,Farense
1160,1997-1998,27,E. Amadora,Sporting
1161,1997-1998,28,Sporting,Leça
1162,1997-1998,28,Boavista,Salgueiros
1163,1997-1998,28,Sp. Braga,E. Amadora
1164,1997-1998,28,Farense,FC Porto
1165,1997-1998,28,V. Guimarães,Marítimo
1166,1997-1998,28,Desp. Chaves,Varzim
1167,1997-1998,28,Académica,V. Setúbal
1168,1997-1998,28,Benfica,Belenenses
1169,1997-1998,28,Rio Ave,Campomaiorense
1170,1997-1998,29,Campomaiorense,Sporting
1171,1997-1998,29,Marítimo,Boavista
1172,1997-1998,29,Varzim,V. Guimarães
1173,1997-1998,29,Leça,Sp. Braga
1174,1997-1998,29,V. Setúbal,Rio Ave
